UnixTime,102,104,106,109,10C,10D,10E
1652,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1653,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1654,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1655,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1656,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1657,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1658,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1659,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1660,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1661,向右飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
1662,向右飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1663,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1664,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1665,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1666,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1667,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1668,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1669,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1670,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1671,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1672,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1673,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1674,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1675,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1676,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1677,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1678,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1679,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1680,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1681,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1682,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1683,向左飞行,平飞,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行,向右上升飞行
1684,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1685,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1686,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1687,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1688,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1689,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1690,向左飞行,平飞,向左下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1691,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1692,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1693,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1694,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1695,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1696,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1697,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1698,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1699,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1700,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1701,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1702,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1703,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1704,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1705,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行
1706,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1707,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1708,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1709,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1710,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1711,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1712,向左飞行,下降飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1713,向左飞行,下降飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1714,向左飞行,下降飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1715,向左飞行,下降飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1716,向左飞行,下降飞行,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1717,向左飞行,平飞,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
1718,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1719,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1720,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1721,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1722,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1723,向右飞行,平飞,平飞,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1724,向右飞行,平飞,向左下降飞行,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1725,向右飞行,平飞,向左下降飞行,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1726,向右飞行,平飞,向左下降飞行,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1727,向右飞行,平飞,向左下降飞行,向左上升飞行,向右飞行,向左上升飞行,向右上升飞行
1728,向右飞行,平飞,向左下降飞行,向左飞行,向右飞行,向左上升飞行,向右上升飞行
1729,向右飞行,平飞,向左下降飞行,向左飞行,向右飞行,向左上升飞行,向右上升飞行
1730,向右飞行,平飞,向左下降飞行,向左飞行,向右飞行,向左上升飞行,向右上升飞行
1731,向右飞行,平飞,向左下降飞行,向左飞行,向右飞行,向左上升飞行,向右上升飞行
1732,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1733,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1734,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1735,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1736,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1737,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1738,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1739,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1740,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1741,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1742,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1743,向右飞行,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1744,平飞,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1745,平飞,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1746,平飞,平飞,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1747,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1748,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1749,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1750,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1751,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1752,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1753,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1754,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1755,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1756,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1757,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1758,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右飞行,向左上升飞行,向右上升飞行
1759,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1760,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1761,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1762,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1763,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1764,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1765,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1766,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1767,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1768,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右飞行,向右上升飞行,向右上升飞行
1769,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
1770,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
1771,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
1772,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
1773,平飞,向右上升飞行,向左飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
