UnixTime,103,104,105,10D,10E,202,20E,50B
4235,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4236,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4237,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4238,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4239,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4240,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4241,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4242,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4243,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4244,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4245,平飞,向右下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4246,平飞,向右上升飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4247,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4248,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4249,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4250,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4251,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4252,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4253,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4254,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4255,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4256,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4257,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4258,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4259,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4260,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4261,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4262,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4263,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4264,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4265,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4266,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4267,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4268,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4269,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4270,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4271,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4272,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4273,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4274,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4275,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4276,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4277,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4278,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4279,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4280,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4281,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4282,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4283,平飞,向右上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4284,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4285,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4286,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4287,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4288,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4289,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4290,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4291,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4292,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4293,上升飞行,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4294,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4295,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4296,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4297,平飞,向右上升飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4298,平飞,向右下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4299,平飞,向右下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4300,平飞,向右下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4301,平飞,向右下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4302,平飞,向右下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4303,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4304,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4305,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4306,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4307,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4308,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4309,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4310,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4311,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4312,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4313,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4314,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4315,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4316,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4317,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4318,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4319,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4320,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4321,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4322,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4323,平飞,向右下降飞行,向左下降飞行,上升飞行,静止,平飞,静止,静止
4324,平飞,向右下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4325,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4326,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4327,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4328,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4329,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4330,平飞,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4331,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4332,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4333,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4334,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4335,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4336,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4337,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4338,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4339,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4340,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4341,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4342,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4343,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4344,上升飞行,向左下降飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4345,上升飞行,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4346,上升飞行,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4347,上升飞行,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4348,上升飞行,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4349,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4350,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4351,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4352,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4353,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4354,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4355,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4356,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4357,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4358,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4359,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4360,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4361,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4362,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4363,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4364,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4365,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4366,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4367,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4368,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4369,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4370,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4371,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4372,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4373,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4374,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4375,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4376,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4377,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4378,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4379,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4380,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4381,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4382,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4383,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4384,平飞,向左下降飞行,向左下降飞行,下降飞行,静止,平飞,静止,静止
4385,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4386,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4387,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4388,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4389,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4390,向右飞行,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4391,向右飞行,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4392,向右飞行,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4393,向右飞行,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4394,向右飞行,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4395,向右飞行,向左下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4396,向右飞行,向左下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4397,向右飞行,向左下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4398,平飞,向左下降飞行,向左下降飞行,向右上升飞行,静止,平飞,静止,静止
4399,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4400,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4401,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4402,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4403,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4404,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4405,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4406,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4407,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4408,平飞,向左下降飞行,向左下降飞行,向右飞行,静止,平飞,静止,静止
4409,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4410,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4411,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4412,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4413,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4414,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4415,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4416,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4417,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4418,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4419,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4420,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4421,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4422,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4423,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4424,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4425,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4426,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4427,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4428,平飞,向左上升飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4429,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4430,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4431,平飞,向左上升飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4432,平飞,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4433,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4434,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4435,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4436,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4437,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4438,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4439,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4440,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4441,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4442,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4443,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4444,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4445,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4446,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4447,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4448,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4449,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4450,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4451,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4452,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4453,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4454,平飞,向左飞行,向左下降飞行,向左飞行,静止,平飞,静止,静止
4455,平飞,向左飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4456,平飞,向左飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4457,平飞,向左飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4458,平飞,向左飞行,向左下降飞行,平飞,静止,平飞,静止,静止
4459,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4460,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4461,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4462,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4463,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4464,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4465,平飞,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4466,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4467,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4468,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4469,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4470,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4471,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4472,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4473,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4474,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4475,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4476,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4477,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4478,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4479,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4480,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4481,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4482,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4483,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4484,向左飞行,平飞,向左下降飞行,上升飞行,静止,平飞,静止,静止
4485,向左飞行,平飞,向左下降飞行,上升飞行,静止,平飞,静止,静止
4486,向左飞行,平飞,向左下降飞行,上升飞行,静止,平飞,静止,静止
4487,向左飞行,平飞,向左下降飞行,上升飞行,静止,平飞,静止,静止
4488,向左飞行,平飞,向左下降飞行,上升飞行,静止,平飞,静止,静止
4489,向左飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4490,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4491,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4492,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4493,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4494,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4495,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4496,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4497,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4498,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4499,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4500,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4501,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4502,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4503,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4504,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4505,向左下降飞行,平飞,向左下降飞行,平飞,静止,平飞,静止,静止
4506,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4507,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4508,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4509,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4510,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4511,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4512,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4513,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4514,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4515,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4516,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4517,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4518,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4519,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4520,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4521,向左飞行,平飞,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4522,向左飞行,平飞,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4523,向左飞行,平飞,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4524,向左飞行,平飞,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4525,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4526,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4527,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4528,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4529,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4530,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4531,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4532,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4533,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4534,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4535,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4536,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4537,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4538,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4539,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4540,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4541,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4542,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4543,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4544,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4545,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4546,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4547,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4548,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4549,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4550,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4551,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4552,向左飞行,向左飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4553,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4554,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4555,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4556,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4557,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4558,向左飞行,向左飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4559,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4560,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4561,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,静止,平飞,静止,静止
4562,向左飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4563,上升飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4564,上升飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4565,上升飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
4566,上升飞行,向左下降飞行,向左下降飞行,向左上升飞行,静止,平飞,静止,静止
